Título del vídeo,Visualizaciones,Porcentaje de clics de las impresiones (%),Med Juego Compartido,Med Horas vistas Juego,Med Impresiones Juego,Med porcentaje clicks Impresiones Juego,Med Visualizaciones Juego,Med Suscriptores Juego,Med Visualizaciones Año,Visualizaciones necesarias para suscribirse al canal,Visualizaciones necesarias para compartir el video
How to get third cup on LoL Clash - Official Team Gainz Two to Three,85,1.81,0.8141025641025641,3.637442307692308,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,88.5,0.0,0.0
NAPOLEÓN TOTAL WAR - Tráiler,239,2.86,0.6818181818181818,4.698227272727273,2457.090909090909,2.146818181818181,85.06818181818181,0.4318181818181818,327.9764705882353,0.0,119.5
¿Hasta donde llegarías por Roma? #8 | VICTORIA NAVAL PÍRRICA (7:08),30,1.91,2.8615384615384616,14.001944615384616,4670.507692307692,2.23,793.1846153846154,0.7846153846153846,1145.3,0.0,15.0
61ª partida LoL - ORIANNA BUILD TROLL,60,2.03,0.8141025641025641,3.637442307692308,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,244.6590909090909,0.0,0.0
Gran España - Europa Universalis IV #29 || ¡GRANADA POR FIN ES NUESTRA!,111,2.92,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,244.6590909090909,0.0,0.0
Napoleón TW España 37 - Batalla por Viena,27,3.21,0.6818181818181818,4.698227272727273,2457.090909090909,2.146818181818181,85.06818181818181,0.4318181818181818,174.2,27.0,0.0
Lol Highlights Today ep. 17 - Corle funny,77,1.21,0.8141025641025641,3.637442307692308,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,1299.7551020408164,0.0,25.666666666666668
First time Thresh? LoL 31,33,3.3,0.8141025641025641,3.637442307692308,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,244.6590909090909,0.0,16.5
Con Pedro y Andrés LoL 9,34,1.79,0.8141025641025641,3.637442307692308,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,1145.3,0.0,0.0
LoL 60 - FIRST TIME LEE SIN,25,0.38,0.8141025641025641,3.637442307692308,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,244.6590909090909,0.0,0.0
"""¡Qué épica!"" - LoL in 2015",43,1.34,0.8141025641025641,3.637442307692308,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,421.21875,0.0,21.5
Coalición Hispánica #20 | COOPERATIVO CON MANUTEZ,47,2.32,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,327.9764705882353,0.0,0.0
Napoleón TW España 30 - Batalla callejera de Dublín,43,0.82,0.6818181818181818,4.698227272727273,2457.090909090909,2.146818181818181,85.06818181818181,0.4318181818181818,421.21875,43.0,14.333333333333334
"Asedio a lo ""Gladiator"" - Victoria en 3 minutos - Rome 2 Total War",132,4.19,2.8615384615384616,14.001944615384616,4670.507692307692,2.23,793.1846153846154,0.7846153846153846,1145.3,0.0,132.0
Mario intentando jugar al War Thunder con mis nefastos tanques alemanes,28,0.97,1.2,1.21214,242.6,0.996,93.2,0.0,1145.3,0.0,0.0
MONTAGE PLAYS LOL #1 || A group of bronze noobs,489,4.04,0.8141025641025641,3.637442307692308,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,244.6590909090909,489.0,40.75
Esparta #7 - Defensa de Iconio,67,0.9,2.8615384615384616,14.001944615384616,4670.507692307692,2.23,793.1846153846154,0.7846153846153846,268.4634146341463,0.0,0.0
Alistar and Vayne awesome combo insect,5477,2.57,0.8141025641025641,3.637442307692308,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,1299.7551020408164,5477.0,2738.5
"Tomas falsas de la ""Noche de zombies""",45,4.21,1.8,1.76096,2288.6,2.1700000000000004,242.6,0.4,1145.3,0.0,0.0
Esparta #6 [Parte 1] - Formación contra Sardes,45,1.23,2.8615384615384616,14.001944615384616,4670.507692307692,2.23,793.1846153846154,0.7846153846153846,268.4634146341463,0.0,3.0
LoL Highlights Today ep. 19 Carry Corleone #shorts #lol,1508,1.22,0.8141025641025641,3.637442307692308,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,1299.7551020408164,1508.0,0.0
Napoleón TW España 12 - Liberada una nación marchamos a otra,55,1.59,0.6818181818181818,4.698227272727273,2457.090909090909,2.146818181818181,85.06818181818181,0.4318181818181818,421.21875,0.0,0.0
COALICIÓN HISPÁNICA #10 | COOPERATIVO CON MANUTEZ,58,1.1,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,244.6590909090909,0.0,0.0
Esparta #51 - Λ FINAL Λ,55,2.46,2.8615384615384616,14.001944615384616,4670.507692307692,2.23,793.1846153846154,0.7846153846153846,88.5,55.0,0.0
Grandes dinosaurios (Parte 2) - Ark ep. 30,50,1.55,1.9787234042553192,55.4977,999.3404255319148,3.4631914893617024,737.468085106383,1.5106382978723405,244.6590909090909,0.0,0.0
[FIN] IMPERIVM III con MCI MOD - Roma conquista Italia #2,659,4.83,10.0,85.84160588235294,9411.941176470587,7.367058823529412,2500.176470588235,11.0,327.9764705882353,0.0,659.0
Naval Action ep. 13 Santísima Trinidad vs 10,3036,10.35,4.181818181818182,97.90134545454544,5874.454545454545,5.493636363636363,760.1818181818181,3.3181818181818183,268.4634146341463,303.6,189.75
Guerra Mundial del Seafight,52,3.49,0.0,0.9388,172.0,3.49,52.0,0.0,1145.3,0.0,0.0
Esparta #40,41,0.97,2.8615384615384616,14.001944615384616,4670.507692307692,2.23,793.1846153846154,0.7846153846153846,268.4634146341463,0.0,41.0
Gran España - Europa Universalis IV #8 ||| ¡¡¡GUERRA CIVIL!!!,407,4.56,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,244.6590909090909,407.0,203.5
Napoleón TW España 5 - 2ª BATALLA por Sicilia,75,2.33,0.6818181818181818,4.698227272727273,2457.090909090909,2.146818181818181,85.06818181818181,0.4318181818181818,327.9764705882353,0.0,0.0
Montxo KS - LoL in 2015,27,1.38,0.8141025641025641,3.637442307692308,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,421.21875,0.0,0.0
Gran España - Europa Universalis IV #19 | NUEVA ARAGÓN Y LABOURD,88,1.11,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,244.6590909090909,0.0,44.0
Coalición Hispánica #6 | COOPERATIVO CON MANUTEZ2009,94,4.99,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,244.6590909090909,0.0,0.0
Napoleón TW España 18 - ESPECIAL Batalla naval épica contra Nelson,305,4.05,0.6818181818181818,4.698227272727273,2457.090909090909,2.146818181818181,85.06818181818181,0.4318181818181818,421.21875,101.66666666666669,50.833333333333336
Gran España - Europa Universalis IV #12 || LA ESPAÑOLA,96,3.16,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,244.6590909090909,0.0,96.0
Coalición Hispánica #3 | COOPERATIVO CON MANUTEZ,137,4.79,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,244.6590909090909,0.0,0.0
Naval Action ep. 21 Live PB Las Tortugas's Port Battle,115,4.68,4.181818181818182,97.90134545454544,5874.454545454545,5.493636363636363,760.1818181818181,3.3181818181818183,88.5,-115.0,115.0
Aniquilando dinos de un comerciante de P.C.B - Ark ep. 8,2409,4.53,1.9787234042553192,55.4977,999.3404255319148,3.4631914893617024,737.468085106383,1.5106382978723405,1145.3,344.1428571428572,481.8
Esparta #33 - Apolonia semper fidelis,29,0.94,2.8615384615384616,14.001944615384616,4670.507692307692,2.23,793.1846153846154,0.7846153846153846,268.4634146341463,0.0,0.0
Napoleón TW España 16 - Batalla naval y asedio de Nápoles,85,1.66,0.6818181818181818,4.698227272727273,2457.090909090909,2.146818181818181,85.06818181818181,0.4318181818181818,421.21875,0.0,85.0
F1 Gran Premio de China - Clasificación (McLaren-Honda),33,0.62,0.0,2.45762,2259.0,1.192,55.8,0.0,327.9764705882353,0.0,0.0
Tribus Cherokee #13,30,1.01,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,421.21875,0.0,0.0
